05 July 2007 05:08:17 AM

NINT_EXACTNESS_TET
  C++ version

  Investigate the polynomial exactness of a quadrature
  rule for the tetrahedron by integrating all monomials
  of a given degree.

  The rule will be adjusted to the unit tetrahedron.

NINT_EXACTNESS_TET: User input:
  Quadrature rule X file = "nco6_x.txt".
  Quadrature rule W file = "nco6_w.txt".
  Quadrature rule R file = "nco6_r.txt".
  Maximum total degree to check = 8

  Spatial dimension = 3
  Number of points  = 84

      Error    Degree  Exponents
       0.00672      7   6 0 1
        0.0124      7   5 1 1
       0.01352      7   4 2 1
       0.01568      7   3 3 1
       0.01352      7   2 4 1
        0.0124      7   1 5 1
       0.00672      7   0 6 1
       0.00776      7   5 0 2
       0.01352      7   4 1 2
       0.00088      7   3 2 2
       0.00088      7   2 3 2
       0.01352      7   1 4 2
       0.00776      7   0 5 2
       0.00392      7   4 0 3
       0.01568      7   3 1 3
       0.00088      7   2 2 3
       0.01568      7   1 3 3
       0.00392      7   0 4 3
       0.00392      7   3 0 4
       0.01352      7   2 1 4
       0.01352      7   1 2 4
       0.00392      7   0 3 4
       0.00776      7   2 0 5
        0.0124      7   1 1 5
       0.00776      7   0 2 5
       0.00672      7   1 0 6
       0.00672      7   0 1 6
       0.00288      7   0 0 7

      0.008546      8   8 0 0
     0.0122293      8   7 1 0
     0.0107407      8   6 2 0
     0.0464373      8   5 3 0
     0.0704047      8   4 4 0
     0.0464373      8   3 5 0
     0.0107407      8   2 6 0
     0.0122293      8   1 7 0
      0.008546      8   0 8 0
     0.0122293      8   7 0 1
     0.0165833      8   6 1 1
      0.005246      8   5 2 1
      0.003156      8   4 3 1
      0.003156      8   3 4 1
      0.005246      8   2 5 1
     0.0165833      8   1 6 1
     0.0122293      8   0 7 1
     0.0107407      8   6 0 2
      0.005246      8   5 1 2
     0.0783173      8   4 2 2
     0.0521427      8   3 3 2
     0.0783173      8   2 4 2
      0.005246      8   1 5 2
     0.0107407      8   0 6 2
     0.0464373      8   5 0 3
      0.003156      8   4 1 3
     0.0521427      8   3 2 3
     0.0521427      8   2 3 3
      0.003156      8   1 4 3
     0.0464373      8   0 5 3
     0.0704047      8   4 0 4
      0.003156      8   3 1 4
     0.0783173      8   2 2 4
      0.003156      8   1 3 4
     0.0704047      8   0 4 4
     0.0464373      8   3 0 5
      0.005246      8   2 1 5
      0.005246      8   1 2 5
     0.0464373      8   0 3 5
     0.0107407      8   2 0 6
     0.0165833      8   1 1 6
     0.0107407      8   0 2 6
     0.0122293      8   1 0 7
     0.0122293      8   0 1 7
      0.008546      8   0 0 8


'NINT_EXACTNESS_TET:
  Normal end of execution.

05 July 2007 05:08:17 AM
