05 July 2007 05:07:23 AM

NINT_EXACTNESS_TET
  C++ version

  Investigate the polynomial exactness of a quadrature
  rule for the tetrahedron by integrating all monomials
  of a given degree.

  The rule will be adjusted to the unit tetrahedron.

NINT_EXACTNESS_TET: User input:
  Quadrature rule X file = "keast6_x.txt".
  Quadrature rule W file = "keast6_w.txt".
  Quadrature rule R file = "keast6_r.txt".
  Maximum total degree to check = 8

  Spatial dimension = 3
  Number of points  = 15

      Error    Degree  Exponents
     0.0546599      7   0 4 3
     0.0546599      7   3 0 4
     0.0319966      7   2 1 4
     0.0319966      7   1 2 4
     0.0546599      7   0 3 4
     0.0936424      7   2 0 5
     0.0464909      7   1 1 5
     0.0936424      7   0 2 5
      0.034001      7   1 0 6
      0.034001      7   0 1 6
     0.0224078      7   0 0 7

     0.0539725      8   8 0 0
     0.0617649      8   7 1 0
      0.145392      8   6 2 0
      0.010351      8   5 3 0
      0.137707      8   4 4 0
      0.010351      8   3 5 0
      0.145392      8   2 6 0
     0.0617649      8   1 7 0
     0.0539725      8   0 8 0
     0.0617649      8   7 0 1
       0.11622      8   6 1 1
     0.0633305      8   5 2 1
     0.0510933      8   4 3 1
     0.0510933      8   3 4 1
     0.0633305      8   2 5 1
       0.11622      8   1 6 1
     0.0617649      8   0 7 1
      0.145392      8   6 0 2
     0.0633305      8   5 1 2
     0.0565875      8   4 2 2
     0.0326736      8   3 3 2
     0.0565875      8   2 4 2
     0.0633305      8   1 5 2
      0.145392      8   0 6 2
      0.010351      8   5 0 3
     0.0510933      8   4 1 3
     0.0326736      8   3 2 3
     0.0326736      8   2 3 3
     0.0510933      8   1 4 3
      0.010351      8   0 5 3
      0.137707      8   4 0 4
     0.0510933      8   3 1 4
     0.0565875      8   2 2 4
     0.0510933      8   1 3 4
      0.137707      8   0 4 4
      0.010351      8   3 0 5
     0.0633305      8   2 1 5
     0.0633305      8   1 2 5
      0.010351      8   0 3 5
      0.145392      8   2 0 6
       0.11622      8   1 1 6
      0.145392      8   0 2 6
     0.0617649      8   1 0 7
     0.0617649      8   0 1 7
     0.0539725      8   0 0 8


'NINT_EXACTNESS_TET:
  Normal end of execution.

05 July 2007 05:07:23 AM
