05 July 2007 05:08:15 AM

NINT_EXACTNESS_TET
  C++ version

  Investigate the polynomial exactness of a quadrature
  rule for the tetrahedron by integrating all monomials
  of a given degree.

  The rule will be adjusted to the unit tetrahedron.

NINT_EXACTNESS_TET: User input:
  Quadrature rule X file = "nco5_x.txt".
  Quadrature rule W file = "nco5_w.txt".
  Quadrature rule R file = "nco5_r.txt".
  Maximum total degree to check = 8

  Spatial dimension = 3
  Number of points  = 56

      Error    Degree  Exponents
      0.043526      7   3 0 4
     0.0564898      7   2 1 4
     0.0564898      7   1 2 4
      0.043526      7   0 3 4
      0.129923      7   2 0 5
     0.0280247      7   1 1 5
      0.129923      7   0 2 5
     0.0882092      7   1 0 6
     0.0882092      7   0 1 6
      0.061051      7   0 0 7

      0.134421      8   8 0 0
      0.134601      8   7 1 0
      0.152415      8   6 2 0
     0.0719187      8   5 3 0
      0.109068      8   4 4 0
     0.0719187      8   3 5 0
      0.152415      8   2 6 0
      0.134601      8   1 7 0
      0.134421      8   0 8 0
      0.134601      8   7 0 1
      0.166462      8   6 1 1
      0.149455      8   5 2 1
      0.201053      8   4 3 1
      0.201053      8   3 4 1
      0.149455      8   2 5 1
      0.166462      8   1 6 1
      0.134601      8   0 7 1
      0.152415      8   6 0 2
      0.149455      8   5 1 2
      0.189443      8   4 2 2
    0.00531176      8   3 3 2
      0.189443      8   2 4 2
      0.149455      8   1 5 2
      0.152415      8   0 6 2
     0.0719187      8   5 0 3
      0.201053      8   4 1 3
    0.00531176      8   3 2 3
    0.00531176      8   2 3 3
      0.201053      8   1 4 3
     0.0719187      8   0 5 3
      0.109068      8   4 0 4
      0.201053      8   3 1 4
      0.189443      8   2 2 4
      0.201053      8   1 3 4
      0.109068      8   0 4 4
     0.0719187      8   3 0 5
      0.149455      8   2 1 5
      0.149455      8   1 2 5
     0.0719187      8   0 3 5
      0.152415      8   2 0 6
      0.166462      8   1 1 6
      0.152415      8   0 2 6
      0.134601      8   1 0 7
      0.134601      8   0 1 7
      0.134421      8   0 0 8


'NINT_EXACTNESS_TET:
  Normal end of execution.

05 July 2007 05:08:15 AM
