31 May 2012 01:33:18 PM

FEYNMAN-KAC_2D:
  C++ version.

  Program parameters:

  The calculation takes place inside a 2D ellipse.
  A rectangular grid of points will be defined.
  The solution will be estimated for those grid points
  that lie inside the ellipse.

  Each solution will be estimated by computing 10000 trajectories
  from the point to the boundary.

    (X/A)^2 + (Y/B)^2 = 1

  The ellipsoid parameters A, B are set to:

    A = 2
    B = 1
  Stepsize H = 0.0001

  X coordinate marked by %d points
21
  Y coordinate marked by %d points
11

     X        Y        W Approx     W Exact    Error    Ave Steps
         1.6        -0.4    0.814629    0.818731  0.00410214      1643
         1.6        -0.3    0.761054    0.763379   0.0023256      2167
         1.6        -0.2    0.721418    0.726149  0.00473056      2589
         1.6        -0.1    0.701224    0.704688  0.00346399      2822
         1.6           0    0.692306    0.697676  0.00537037      2921
         1.6         0.1    0.700056    0.704688  0.00463182      2857
         1.6         0.2    0.720337    0.726149  0.00581189      2606
         1.6         0.3    0.759352    0.763379  0.00402736      2221
         1.6         0.4    0.810802    0.818731  0.00792838      1714
         1.6         0.5    0.887967    0.895834   0.0078672       956
         1.6         0.6    0.992113           1  0.00788699        64
         1.6         0.7           1           1           0         0
         1.6         0.8           1           1           0         0
         1.6         0.9           1           1           0         0
         1.6           1           1           1           0         0
           2          -1           1           1           0         0
           2        -0.9           1           1           0         0
           2        -0.8           1           1           0         0
           2        -0.7           1           1           0         0
           2        -0.6           1           1           0         0
           2        -0.5           1           1           0         0
           2        -0.4           1           1           0         0
           2        -0.3           1           1           0         0
           2        -0.2           1           1           0         0
           2        -0.1           1           1           0         0
           2           0    0.996294           1  0.00370631        26
           2         0.1           1           1           0         0
           2         0.2           1           1           0         0
           2         0.3           1           1           0         0
           2         0.4           1           1           0         0
           2         0.5           1           1           0         0
           2         0.6           1           1           0         0
           2         0.7           1           1           0         0
           2         0.8           1           1           0         0
           2         0.9           1           1           0         0
           2           1           1           1           0         0

  RMS absolute error in solution = 0.00668498

FEYNMAN_KAC_2D:
  Normal end of execution.

31 May 2012 01:47:18 PM
